scientific name,kingdom,phylum,class,order,family,genus,taxon rank,nomenclatural code,location,country code,occurrence status,date first observation,date last observation,degree of establishment,introduction pathway,remarks,native range,realm,source,abundance,threat status,host,date added,added by,verified by
"Orthriophis taeniurus (Cope, 1861)",Animalia,Chordata,Reptilia,Squamata,Colubridae,Orthriophis,species,ICZN,Flanders,BE,present,2006,2018,established,escape_pet,subspecies taeniura from china (Elaphe taeniura taeniura),Asia,terrestrial,https://www.natuurpunt.be/nieuws/taiwanese-rattenslang-plant-zich-voort-dankzij-microklimaat-20160707; https://www.natuurpunt.be/nieuws/een-beetje-china-hasselt-20181025,,,,2018-04-18,Tim Adriaens,
"Natrix helvetica Lacépède, 1789",Animalia,Chordata,Reptilia,Squamata,Natricidae,Natrix,species,ICZN,Flanders,BE,present,1968,2018,established,release_landscape_improvement | release_conservation,,Europe,freshwater,,,,,2018-04-18,Tim Adriaens,
"Podarcis muralis (Laurenti, 1768)",Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,species,ICZN,Brussels,BE,present,,2018,established,,not sure what pathway this is,Europe,terrestrial,Jooris & Lehouck 2007. De Muurhagedis in Vlaandern. Natuur.Focus 6(4): 123-129,,,,2018-04-18,Tim Adriaens,
"Batrachochytrium salamandrivorans A. Martel, Blooi, Bossuyt & Pasmans, 2013",Fungi,Chytridiomycota,,,,Batrachochytrium,species,ICN,Wallonia,BE,present,2013,2018,,contaminant_animal_parasite,,Asia,freshwater,,,,,2018-05-02,Tim Adriaens,
"Batrachochytrium dendrobatidis Longcore, Pessier & D.K. Nichols",Fungi,Chytridiomycota,,,,Batrachochytrium,species,ICN,Flanders,BE,present,,2018,,contaminant_animal_parasite,,,freshwater,,,,,2018-05-02,Tim Adriaens,
Spiranthes cernua x S. odorata,Plantae,Embryophyta,,Asparagales,Orchidaceae,Spiranthes,species,ICN,Flanders,BE,present,2014,2018,established,escape_horticulture,species from horticulture,,terrestrial,in press Natuur.focus,,,,2018-05-02,Tim Adriaens,
Aphanomyces astaci Schikora,Chromista,Heterokontophyta,,Saprolegniales,Leptolegniaceae,Aphanomyces,species,ICN,,BE,present,,,,contaminant_animal_parasite,crayfish plague,North America,freshwater,,,,"Pacifastacus leniusculus (Dana, 1852); Astacus astacus (Linnaeus, 1758)",2018-05-02,Tim Adriaens,Quentin Groom
"Callosciurus erythraeus (Pallas, 1779)",Animalia,Mammalia,,Rodentia,Sciurudae,Callosciurus,species,ICZN,Flanders,BE,present,2004,2011,established,escape_zoo | escape_pet,eradicated from a parc,Asia,terrestrial,Adriaens et al. (2015) https://doi.org/10.1007/s10530-015-0898-z,,,,2018-05-02,Tim Adriaens,
"Callosciurus prevostii (Desmarest, 1822)",Animalia,Mammalia,,Rodentia,Sciurudae,Callosciurus,species,ICZN,Flanders,BE,present,2011,2018,casual,escape_pet,,,terrestrial,unpubl. observation,,,,2018-05-02,Tim Adriaens,
"Tamiasciurus hudsonicus (Erxleben, 1777)",Animalia,Mammalia,,Rodentia,Sciurudae,Tamiasciurus,species,ICZN,Flanders,BE,present,2015,2017,casual,escape_pet,,,terrestrial,unpubl. observation,,,,2018-05-02,Tim Adriaens,
"Sciurus niger Linnaeus, 1758",Animalia,Mammalia,,Rodentia,Sciurudae,Sciurus,species,ICZN,Wallonia,BE,present,2014,2015,casual,escape_pet,,,terrestrial,unpubl. observation,,,,2018-05-02,Tim Adriaens,
"Sciurus carolinensis Gmelin, 1788",Animalia,Mammalia,,Rodentia,Sciurudae,Sciurus,species,ICZN,Flanders,BE,present,2000,2015,casual,escape_pet,,,terrestrial,"Verbeylen, G. (2003) in Verkem, S., De Maeseneer, J., Vandendriessche, B., Verbeylen, G. & Yskout, S. Zoogdieren in Vlaanderen. Ecologie en verspreiding van 1987 tot 2002. Natuurpunt Studie en JNM-Zoogdierenwerkgroep, Mechelen en Gent, België.",,,,2018-05-02,Tim Adriaens,
"Tamias sibiricus (Laxmann, 1769)",Animalia,Mammalia,,Rodentia,Sciurudae,Tamias,species,ICZN,Flanders,BE,present,1976,2018,established,escape_zoo | escape_pet,,,terrestrial,"Verbeylen, G. (2003) in Verkem, S., De Maeseneer, J., Vandendriessche, B., Verbeylen, G. & Yskout, S. Zoogdieren in Vlaanderen. Ecologie en verspreiding van 1987 tot 2002. Natuurpunt Studie en JNM-Zoogdierenwerkgroep, Mechelen en Gent, België.",,,,2018-05-02,Tim Adriaens,
"Nyctereutes procyonoides (Gray, 1834)",Animalia,Mammalia,,Carnivora,Canidae,Nyctereutes,species,ICZN,Flanders,BE,present,,2018,,,,,terrestrial,"Verbeylen, G. (2003) in Verkem, S., De Maeseneer, J., Vandendriessche, B., Verbeylen, G. & Yskout, S. Zoogdieren in Vlaanderen. Ecologie en verspreiding van 1987 tot 2002. Natuurpunt Studie en JNM-Zoogdierenwerkgroep, Mechelen en Gent, België.",,,,2018-05-02,Tim Adriaens,
"Tamias sibiricus (Laxmann, 1769)",Animalia,Mammalia,,Rodentia,Sciurudae,Tamias,species,ICZN,Brussels,BE,present,,2018,established,escape_zoo | escape_pet,,,terrestrial,"Verbeylen, G. (2003) in Verkem, S., De Maeseneer, J., Vandendriessche, B., Verbeylen, G. & Yskout, S. Zoogdieren in Vlaanderen. Ecologie en verspreiding van 1987 tot 2002. Natuurpunt Studie en JNM-Zoogdierenwerkgroep, Mechelen en Gent, België.",,,,2018-05-02,Tim Adriaens,
Procyon cancrivorus,Animalia,Mammalia,,Carnivora,Procyonidae,Procyon,species,ICZN,Flanders,BE,present,2006,,casual,,,,terrestrial,Van den Berge Zoogdier http://www.zoogdierwinkel.nl/sites/default/files/imce/nieuwesite/Winkel/pdf%20download/Zoogdier_Jaargang_19_2_2008_JUN_0.pdf,,,,2018-05-02,Tim Adriaens,
"Nasua nasua (Linnaeus, 1766)",Animalia,Mammalia,,Carnivora,Procyonidae,Nasua,species,ICZN,Flanders,BE,present,2007,,casual,escape_pet,,,terrestrial,Van den Berge Zoogdier http://www.zoogdierwinkel.nl/sites/default/files/imce/nieuwesite/Winkel/pdf%20download/Zoogdier_Jaargang_19_2_2008_JUN_0.pdf,,,,2018-05-02,Tim Adriaens,
"Mephitis mephitis (Schreber, 1776)",Animalia,Mammalia,,Carnivora,Mephitidae,Mephitis,species,ICZN,Flanders,BE,present,,2014,casual,escape_pet,,North America,terrestrial,Van den Berge Zoogdier http://www.zoogdierwinkel.nl/sites/default/files/imce/nieuwesite/Winkel/pdf%20download/Zoogdier_Jaargang_19_2_2008_JUN_0.pdf,,,,2018-05-02,Tim Adriaens,
"Mustela vison Schreber, 1777",Animalia,Mammalia,,Carnivora,Mustelidae,Mustela,species,ICZN,Flanders,BE,present,1987,2018,reproducing,escape_fur_farm | unaided,,North America,terrestrial,Van den Berge Zoogdier http://www.zoogdierwinkel.nl/sites/default/files/imce/nieuwesite/Winkel/pdf%20download/Zoogdier_Jaargang_19_2_2008_JUN_0.pdf,,,,2018-05-02,Tim Adriaens,
"Sarcophilus harrisii (Boitard, 1841)",Animalia,Mammalia,,,Dasyuridae,Sarcophilus,species,ICZN,Flanders,BE,present,2007,,,escape_pet,,,terrestrial,Van den Berge Zoogdier http://www.zoogdierwinkel.nl/sites/default/files/imce/nieuwesite/Winkel/pdf%20download/Zoogdier_Jaargang_19_2_2008_JUN_0.pdf,,,,2018-05-02,Tim Adriaens,
"Oryctolagus cuniculus (Linnaeus, 1758)",Animalia,Mammalia,,Lagomorpha,Leporidae,Oryctolagus,species,ICZN,Flanders,BE,present,,,established,,,,terrestrial,,,,,2018-05-02,Tim Adriaens,
"Procyon lotor (Linnaeus, 1758)",Animalia,Mammalia,,Carnivora,Procyonidae,Procyon,species,ICZN,Flanders,BE,present,1980,2018,casual,escape_pet | unaided,,North America,terrestrial,"Verkem et al., 2003",,,,2018-05-02,Tim Adriaens,
"Procyon lotor (Linnaeus, 1758)",Animalia,Mammalia,,Carnivora,Procyonidae,Procyon,species,ICZN,Wallonia,BE,present,1986,2020,invasive,unaided,,North America,terrestrial,"Libois, R.M. (1987). Atlas des mammifères sauvages de Wallonie: le raton laveur, Procyon lotor (L., 1758). Cahiers Ethol. appl., 7 (2): 140-142.",,,,2020-04-23,Tim Adriaens,
"Meriones unguiculatus (Milne-Edwards, 1867)",Animalia,Mammalia,,Rodentia,Muridae,Meriones,species,ICZN,Flanders,BE,present,2010,2011,reproducing,escape_pet,,,terrestrial,,,,,2018-05-02,Tim Adriaens,
"Myocastor coypus (Molina, 1782)",Animalia,Mammalia,,Rodentia,Myocastoridae,Myocastor,species,ICZN,Flanders,BE,present,,2018,,,,South America,freshwater,,,,,2018-05-02,Tim Adriaens,
"Rattus norvegicus (Berkenhout, 1769)",Animalia,Mammalia,,Rodentia,Muridae,Rattus,species,ICZN,Flanders,BE,present,,2018,established,,,,terrestrial,,,,,2018-05-02,Tim Adriaens,
"Muntiacus reevesi (Ogilby, 1839)",Animalia,Mammalia,,Artiodactyla,Cervidae,Muntiacus,species,ICZN,Flanders,BE,present,2005,2018,established,release_hunting,,Asia,terrestrial,"Casaer, J., Boone, N., Devisscher, S., Vercammen J., Adriaens T. (2015). Best practice voor beheer van Chinese muntjak Muntiacus reevesi in Vlaanderen. Rapporten van het Instituut voor Natuur- en Bosonderzoek 2015 (INBO.R.2015.7092003). Instituut voor Natuur- en Bosonderzoek, Brussel.",,,,2018-05-02,Tim Adriaens,
"Dama dama (Linnaeus, 1758)",Animalia,Mammalia,,Artiodactyla,Cervidae,Dama,species,ICZN,Flanders,BE,present,,,established,,,,terrestrial,,,,,2018-05-02,Tim Adriaens,
"Cervus nippon Temminck, 1838",Animalia,Mammalia,,Artiodactyla,Cervidae,Cervus,species,ICZN,Flanders,BE,present,,2018,,,,,terrestrial,,,,,2018-05-02,Tim Adriaens,
"Castor canadensis Kuhl, 1820",Animalia,Mammalia,,Rodentia,Castoridae,Castor,species,ICZN,Flanders,BE,present,,,,,,North America,freshwater,,,,,2018-05-02,Tim Adriaens,
"Cynomys ludovicianus (Ord, 1815)",Animalia,Mammalia,,Rodentia,Sciuridae,Cynomys,species,ICZN,Flanders,BE,present,,,,escape_pet,,,terrestrial,,,,,2018-05-02,Tim Adriaens,
"Ondatra zibethicus (Linnaeus, 1766)",Animalia,Mammalia,,Rodentia,Cricetidae,Ondatra,species,ICZN,Flanders,BE,present,,2018,established,,,North America,freshwater,,,,,2018-05-02,Tim Adriaens,
"Ovis ammon (Linnaeus, 1758)",Animalia,Mammalia,,Artiodactyla,Bovidae,Ovis,species,ICZN,Wallonia,BE,present,,2018,,release_hunting,,,terrestrial,,,,,2018-05-02,Tim Adriaens,
"Felis catus Linnaeus, 1758",Animalia,Mammalia,,Carnivora,Felidae,Felis,species,ICZN,Flanders,BE,present,,2018,established,escape_pet,,,terrestrial,,,,,2018-05-02,Tim Adriaens,
"Rupicapra rupicapra (Linnaeus, 1758)",Animalia,Mammalia,,Artiodactyla,Bovidae,Rupicapra,species,ICZN,Wallonia,BE,present,2013,2016,,,,,terrestrial,,,,,2018-05-02,Tim Adriaens,
"Hydrochoerus hydrochaeris (Linnaeus, 1766)",Animalia,Mammalia,,Rodentia,Caviidae,Hydrochoerus,species,ICZN,Flanders,BE,present,2003,2003,casual,,,South America,freshwater,https://www.nieuwsblad.be/cnt/nbra07062003_005,,,,2018-05-02,Tim Adriaens,
"Dolichotis patagonum (Zimmermann, 1780)",Animalia,Mammalia,,Rodentia,Caviidae,Dolichotis,species,ICZN,Flanders,BE,present,2014,2017,casual,,,,terrestrial,,,,,2018-05-02,Tim Adriaens,
"Bellamya chinensis (Gray, 1834)",Animalia,Mollusca,,,,Bellamya,species,ICZN,Flanders,BE,present,2016,2017,established,escape_pet,,Southeast Asia,freshwater,"Van den Neucker T, Schildermans T, Scheers K. 2017. The invasive Chinese mystery snail Bellamya chinensis (Gastropoda: Viviparidae) expands its European range to Belgium. Knowl. Manag. Aquat. Ecosyst., 418, 8. https://doi.org/10.1051/kmae/2016040",,,,2018-04-18,Tim Adriaens,
"Meloidogyne artiellia Franklin, 1961",Animalia,Nematoda,,Tylenchida,Meloidogynidae,Meloidogyne,species,ICZN,Wallonia,BE,present,2011,,,,,,terrestrial,"Vandamme N, Waeyenberge L, Viaene N (2013) First report of the root-knot nematode Meloidogyne artiellia in Belgium. Plant Disease 97: 152. https://doi.org/10.1094/PDIS-08-12-0720-PDN",,,,,Quentin Groom,
"Anguillicola crassus Kuwahara, Niimi & Itagaki, 1974",Animalia,Nematoda,,,Anguillicolidae,Anguillicoloides,species,ICZN,Flanders,BE,present,1985,,established,contaminant_animal_parasite,,,freshwater | marine,"Belpaire, C.; De Charleroy, D. (Ed.) (1985). Onderzoek naar de gezondheidstoestand van vissen bestemd voor uitzetting. Laboratorium voor Ekologie en Faunabeheer: Leuven. 32 pp.",,,"Anguilla anguilla (Linnaeus, 1758)",2018-05-08,Tim Adriaens,
Mastophorus,Animalia,Nematoda,,,,Mastophorus,genus,ICZN,Flanders,BE,present,2004,2011,established,contaminant_animal_parasite,established with host now probably eradicated,Southern Asia,terrestrial,"Dozieres, A., Pisanu, B., Gerriet, O., Lapeyre, C., Stuyck, J. & Cha- ` puis, J.-L. (2010) Macroparasites of Pallas’s squirrels, Callosciurus erythraeus, introduced into Europe. Veterinary Parasitology, 172, 172–176.",,,"Callosciurus erythraeus (Pallas, 1779)",2018-05-14,Tim Adriaens,
"Caenoplana bicolor (Graff, 1899)",Animalia,Platyhelminthes,,Tricladida,Geoplanidae,Caenoplana,species,ICZN,Flanders,BE,present,2015,2017,casual,contaminant_habitat_material,probably introduced with potted Eucalyptus,Australia,terrestrial,bopco,,,,2018-05-02,Tim Adriaens,
"Gyrodactylus proterorhini Ergens, 1967",Animalia,Platyhelminthes,,,Gyrodactylidae,Gyrodactylus,species,ICZN,Flanders,BE,present,2011,,established,contaminant_animal_parasite,,,freshwater,"Huyse T, Vanhove MPM, Mombaerts M, Volckaert FAM, Verreycken H (2015) Parasite introduction with an invasive goby in Belgium: double trouble? Parasitology Research 114: 2789-2793. https://doi.org/10.1007/s00436-015-4544-6",,,"Proterorhinus semilunaris (Heckel, 1937)",2018-05-08,Tim Adriaens,
Massylaea vermiculata,Animalia,Mollusca,,,Helicidae,,species,ICZN,Flanders,BE,present,2014,2018,established,stowaway_container,,Southern Europe,terrestrial,"Ronsmans, J. & Van den Neucker T. (2016) A persistent population of the chocolate-band snail Eobania vermiculata (Gastropoda: Helicidae) in Belgium. Belg. J. Zool., 146 (1): 66-68",,,,2018-09-21,Tim Adriaens,
Anodonta woodiana,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1999,,,,,,,"Sablon et al., 2010, Vandenneuker, Packet et al. Science facing aliens",,,,2018-09-21,Tim Adriaens,
Arion vulgaris,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,,,established,,algemeen en wijd verspreid,,,,,,,2018-09-21,Tim Adriaens,
Balanus improvisus,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1800,,,,,,,Kerckhof_2002_BulletinKBIN,,,,2018-09-21,Tim Adriaens,
Boettgerilla pallens,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1971,,established,,wijd verspreid,,,,,,,2018-09-21,Tim Adriaens,
Candidula intersecta,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1922,,,,lokaal,,,,,,,2018-09-21,Tim Adriaens,
Cernuella aginnica,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,,,,,lokaal,,,,,,,2018-09-21,Tim Adriaens,
Cernuella cisalpina,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1937,,,,zeer lokaal (duinen),,,Van Loen et al. 2006 rode lijst,,,,2018-09-21,Tim Adriaens,
Cernuella neglecta,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1985,,,,zeer lokaal (duinen),,,Van Loen et al. 2006 rode lijst,,,,2018-09-21,Tim Adriaens,
Cochlicella barbara,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1946,,,,zeer lokaal (duinen),,,Van Loen et al. 2006 rode lijst,,,,2018-09-21,Tim Adriaens,
Corbicula fluminalis,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1992,,,,,,,"Swinnen et al., 1998",,,,2018-09-21,Tim Adriaens,
Corbicula fluminea,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1992,,,,,,,"Swinnen et al., 1998",,,,2018-09-21,Tim Adriaens,
Crassostrea gigas,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1969,,,,,,,VLIZ list,,,,2018-09-21,Tim Adriaens,
Deroceras panormitanum,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1972,,established,,zeer algemeen,,,Van Goethem & Backeljau 2002,,,,2018-09-21,Tim Adriaens,
Dreissena polymorpha,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1834,,,,,,,"Adam, 1947",,,,2018-09-21,Tim Adriaens,
Dreissena rostriformis bugensis,Animalia,Mollusca,,,,,subspecies,ICZN,Flanders,BE,present,2009,,,,Grobbendonk (kanaal),,,"Sablon et al., 2010",,,,2018-09-21,Tim Adriaens,
Ferrissia fragilis,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1937,,,,,,,"Van Goethem & Sablon, 1986",,,,2018-09-21,Tim Adriaens,
Haitia acuta,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1869,,,,,,,"Adam, 1960 Adam, 1947",,,,2018-09-21,Tim Adriaens,
Ambigolimax valentianus,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1946,,,,weinig gegevens gekend,,,,,,,2018-09-21,Tim Adriaens,
Lithoglyphus naticoides,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1924,,,,,,,"Adam, 1947",,,,2018-09-21,Tim Adriaens,
Meneta dilatatus,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1998,,,,,,,"Sablon et al., 2010",,,,2018-09-21,Tim Adriaens,
Milax gagates,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,,,established,,wsch. wijd verspreid en algemeen,,,,,,,2018-09-21,Tim Adriaens,
Mytilopsis leucophaeata,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1835,,,,,,,"Verween et al., 2005, Adam, 1947",,,,2018-09-21,Tim Adriaens,
Petricola pholadiformis,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1899,,,,,,,VLIZ list,,,,2018-09-21,Tim Adriaens,
Potamopyrgus antipodarum,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1927,,,,,,,"Adam, 1947 Adam, 1960",,,,2018-09-21,Tim Adriaens,
Rangia cuneata,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,2004,,,,,,,"Verween et al., 2006, P. Jacobs unpublished",,,,2018-09-21,Tim Adriaens,
Tandonia sowerbyi,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1981,,,,weinig gegevens gekend (verspreid),,,Van Loen et al. 2006 rode lijst,,,,2018-09-21,Tim Adriaens,
Teredo navalis,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1730,,,,,,,VLIZ list,,,,2018-09-21,Tim Adriaens,
Testacella haliotidea,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1983,,,,1waarneming,,,,,,,2018-09-21,Tim Adriaens,
Theba pisana,Animalia,Mollusca,,,,,subspecies,ICZN,Flanders,BE,present,1866,,established,,algemeen in de duinen,,terrestrial,Van Loen et al. 2006 rode lijst,,,,2018-09-21,Tim Adriaens,
Trochoidea elegans,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1976,,,,enkele wgn in De Panne (duinen),,terrestrial,Van Loen et al. 2006 rode lijst,,,,2018-09-21,Tim Adriaens,
Xerosecta cespitum,Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,1965,,,,"duinen en A'pen (haven), niet recent wgn",,terrestrial,Van Loen et al. 2006 rode lijst,,,,2018-09-21,Tim Adriaens,
"Hygromia cinctella (Draparnaud, 1801)",Animalia,Mollusca,,,,,species,ICZN,Flanders,BE,present,,,established,contaminant_habitat_material,,southern Europe,,"Van den Neucker T & Scheers K (2014). The recent colonisation and rapid spread in Belgium of the alien girdled snail Hygromia cinctella (Gastropoda: Hygromiidae). Journal
of Conchology, 41(6): 1-2.",,,,2018-09-21,Tim Adriaens,
"Hygromia cinctella (Draparnaud, 1801)",Animalia,Mollusca,,,,,species,ICZN,Wallonia,BE,present,1994,,established,contaminant_habitat_material,,southern Europe,,"Van den Neucker T & Scheers K (2014). The recent colonisation and rapid spread in Belgium of the alien girdled snail Hygromia cinctella (Gastropoda: Hygromiidae). Journal
of Conchology, 41(6): 1-2.",,,,2018-09-21,Tim Adriaens,
Lepisma saccharina,Animalia,Arthropoda,Insecta,Zygentoma,Lepismatidae,Lepisma,species,,,BE,present,,,,,,,,,,,,,,
Ctenolepisma longicaudata,Animalia,,,Zygentoma,,,species,,,BE,present,,,,,,,,,,,,,,
"Gobiosoma bosc (Lacepède, 1800)",Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gobiosoma,species,ICZN,Flanders,BE,present,2018,2018,transported,stowaway_ballast_water,"Scheldt river, ankerkuilen",NAM,,Verreycken pers comm,,,,2018-09-25,Tim Adriaens,
"Tupiocoris rhododendri (Dolling, 1972)",Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Tupiocoris,species,ICZN,Flanders,BE,present,2007,2018,established,,,,terrestrial,Aukema et al. 2007 Bull Soc Roy Ent,,,,2018-12-09,Tim Adriaens,
"Choreutis nemorana (Hubner, 1799)",Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Choreutis,species,ICZN,Wallonia,BE,present,2009,2018,established,contaminant_on_plants,,mediterranean,terrestrial,https://www.natuurpunt.be/nieuws/vijgenskeletteermot-profiteert-van-vijgenbomen-tuinen-20170607,,,Ficus carica,2018-12-13,Tim Adriaens,
"Choreutis nemorana (Hubner, 1799)",Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Choreutis,species,ICZN,Flanders,BE,present,2015,2018,established,contaminant_on_plants,,mediterranean,terrestrial,https://www.natuurpunt.be/nieuws/vijgenskeletteermot-profiteert-van-vijgenbomen-tuinen-20170607,,,Ficus carica,2018-12-13,Tim Adriaens,
"Phytomyza jucunda Frost & Sasakawa, 1954",Animalia,Arthropoda,Insecta,Lepidoptera,,,species,,Flanders,BE,present,2015,2019,established,contaminant_on_plants,on Ilex crenata and on Ilex aquifolium,Japan,terrestrial,https://www.naturetoday.com/intl/nl/nature-reports/message/?msg=24929,,,Ilex aquifolium,2019-12-02,Tim Adriaens,
"Obama nungara Carbayo, Alvarez-Presas, Jones & Riutort, 2016",Animalia,Platyhelminthes,,Tricladida,Geoplanidae,Obama,species,ICZN,Brussels,BE,present,2017,2019,established,contaminant_nursery | contaminant_habitat_material,,South America,terrestrial,Jan Soors,,,,2019-04-20,Tim Adriaens,
"Obama nungara Carbayo, Alvarez-Presas, Jones & Riutort, 2016",Animalia,Platyhelminthes,,Tricladida,Geoplanidae,Obama,species,ICZN,Flanders,BE,present,2019,,established,contaminant_nursery | contaminant_habitat_material,,South America,terrestrial,wnm.be; https://waarnemingen.be/species/806336/observations/?after_date=2009-08-11&before_date=2019-09-10&province=&search=&user=&location=&sex=&life_stage=&activity=&method=,,,,2020-03-02,Tim Adriaens,
"Bipalium kewense Moseley, 1878",Animalia,Platyhelminthes,Rhabditophora,Tricladida,Geoplanidae,Bipalium,species,ICZN,Flanders,BE,present,1906,,cultivated,contaminant_habitat_material,dans une serre chaude des environs de Gand,Southeast Asia,terrestrial,Vandewoestijne (1907). La découverte en Belgique de Placocephalus kewensis. Société Royale zoologique et malacologique de Belgique.,,,,2019-02-05,Tim Adriaens,
"Chrysolina americana (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Coleoptera,Chysomelidae,Chrysomela,species,ICZN,,BE,present,,,established,,,mediterranean,terrestrial,"Lays, P. Chrysolina americana a Mediterranean leaf-beetle species recorded for the first time in Belgium. Bulletin en Annalen van de Koninklijke Belgische Vereniging voor Entomologie (1988).",,,,2019-06-18,Tim Adriaens,
"Leptoglossus occidentalis Heidemann, 1910",Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Leptoglossus,species,ICZN,Flanders,BE,present,2007,2019,established,natural_dispersal,,North America,terrestrial,"Aukema, B., Libeer, R. (2007): Eerste waarneming van Leptoglossus occidentalis in België (Heteroptera: Coreidae). [First record of Leptoglossus occidentalis in Belgium (Heteroptera: Coreidae)]. Bulletin de la Société Royale Belge d’Entomologie / Bulletin van de Koninklijke Belgische Vereniging voor Entomologie 143: 92– 93. [in Dutch, French and English summaries without titles].",,,,2019-06-18,Tim Adriaens,
"Leptinotarsa decemlineata (Say, 1824)",Animalia,Arthropoda,Insecta,Coleoptera,Chysomelidae,Leptinotarsa,species,ICZN,,BE,present,,,established,,,North America,terrestrial,,,,,2020-07-05,Tim Adriaens,
"Leptoglossus occidentalis Heidemann, 1910",Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Leptoglossus,species,ICZN,Wallonia,BE,present,2008,2019,established,natural_dispersal,,North America,terrestrial,https://pureportal.inbo.be/portal/files/2237142/INBO.A.2013.138.pdf,,,,2019-06-18,Tim Adriaens,
"Misgurnus anguillicaudatus (Cantor, 1842)",Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Misgurnus,species,ICZN,Flanders,BE,present,2006,2019,casual,escape_pet,"In België is de eerste Aziatische modderkruiper gevangen op 15 mei 2006 door Jan Maetens in het Donkmeer in Berlare (Oost-Vlaanderen). De vreemde vis, van zo’n 20 cm lang, zat in een palingfuik tijdens een inventarisatie van het vissenbestand.",Asia,freshwater,caught by Hugo Verreycken,,,,2019-06-25,Tim Adriaens,
"Misgurnus anguillicaudatus (Cantor, 1842)",Animalia,Chordata,Actinopterygii,Cypriniformes,Cobitidae,Misgurnus,species,ICZN,Flanders,BE,present,2019,,reproducing,natural_dispersal,,Asia,freshwater,caught by Hugo Verreycken,,,,2019-06-25,Tim Adriaens,
"Drosophila suzukii (Matsumura, 1931)",Animalia,Arthropoda,Insecta,Diptera,Lauxaniidae,Drosophila,species,ICZN,Flanders,BE,present,2011,2019,transported,contaminant,,Asia,terrestrial,"Mortelmans J, Casteels H, Beliën T (2012) Drosophila suzukii (Diptera: Drosophilidae): A pest species new to Belgium. Belg J Zool 142:143-6",,,,2019-06-25,Tim Adriaens,
"Meloidogyne artiellia Franklin, 1961",Animalia,Nematoda,,,,Meloidogyne,species,ICZN,Wallonia,BE,present,2011,,,contaminant,,,terrestrial,https://doi.org/10.1094/PDIS-08-12-0720-PDN,,,,2019-06-25,Tim Adriaens,
"Halyomorpha halys (Stål, 1855)",Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Halyomorpha,species,ICZN,Flanders,BE,present,2017,2019,casual,stowaway,,Eastern Asia,terrestrial,,,,,2019-08-28,Tim Adriaens,
"Halyomorpha halys (Stål, 1855)",Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Halyomorpha,species,ICZN,Wallonia,BE,present,2019,,casual,stowaway,,Eastern Asia,terrestrial,,,,,2019-08-28,Tim Adriaens,
"Eupholidoptera chabrieri (Charpentier, 1825)",Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Eupholidoptera,species,ICZN,Flanders,BE,present,2019,2019,casual,stowaway_vehicles,found along the railroad track so probably came with train,Southern Europe,terrestrial,Saltabel,,,,2019-09-09,Tim Adriaens,
